UNIT,DATEn,TIMEn,ENTRIESn,EXITSn,ENTRIESn_hourly,EXITSn_hourly,datetime,hour,day_week,weekday,station,latitude,longitude,conds,fog,precipi,pressurei,rain,tempi,wspdi,meanprecipi,meanpressurei,meantempi,meanwspdi,weather_lat,weather_lon
R003,05-14-11,04:00:00,4404132,2921853,20.0,59.0,2011-05-14 04:00:00,4,5,0,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,29.85,1,57.0,8.1,0.0,29.827999999999996,59.54,11.080000000000002,40.700348,-73.887177
R003,05-14-11,12:00:00,4404440,2921952,308.0,99.0,2011-05-14 12:00:00,12,5,0,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,29.84,1,62.6,17.3,0.0,29.827999999999996,59.54,11.080000000000002,40.700348,-73.887177
R003,05-14-11,16:00:00,4404651,2922087,211.0,135.0,2011-05-14 16:00:00,16,5,0,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,29.8,1,61.0,12.7,0.0,29.827999999999996,59.54,11.080000000000002,40.700348,-73.887177
R003,05-14-11,20:00:00,4404780,2922279,129.0,192.0,2011-05-14 20:00:00,20,5,0,CYPRESS HILLS,40.689945,-73.872564,Light Rain,0,0.0,29.78,1,60.1,9.2,0.0,29.827999999999996,59.54,11.080000000000002,40.700348,-73.887177
R003,05-15-11,00:00:00,4404846,2922418,66.0,139.0,2011-05-15 00:00:00,0,6,0,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,29.74,1,59.0,6.9,0.0,29.636000000000003,61.88000000000001,9.22,40.700348,-73.887177
R003,05-15-11,04:00:00,4404873,2922470,27.0,52.0,2011-05-15 04:00:00,4,6,0,CYPRESS HILLS,40.689945,-73.872564,Rain,0,0.0,29.68,1,55.4,9.2,0.0,29.636000000000003,61.88000000000001,9.22,40.700348,-73.887177
R003,05-15-11,12:00:00,4405087,2922548,214.0,78.0,2011-05-15 12:00:00,12,6,0,CYPRESS HILLS,40.689945,-73.872564,Light Rain,0,0.0,29.61,1,62.6,9.2,0.0,29.636000000000003,61.88000000000001,9.22,40.700348,-73.887177
R003,05-15-11,16:00:00,4405260,2922646,173.0,98.0,2011-05-15 16:00:00,16,6,0,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,29.55,1,69.8,10.4,0.0,29.636000000000003,61.88000000000001,9.22,40.700348,-73.887177
R003,05-15-11,20:00:00,4405370,2922792,110.0,146.0,2011-05-15 20:00:00,20,6,0,CYPRESS HILLS,40.689945,-73.872564,Mostly Cloudy,0,0.0,29.6,1,62.6,10.4,0.0,29.636000000000003,61.88000000000001,9.22,40.700348,-73.887177
R003,05-16-11,00:00:00,4405427,2922879,57.0,87.0,2011-05-16 00:00:00,0,0,1,CYPRESS HILLS,40.689945,-73.872564,Mostly Cloudy,0,0.0,29.61,1,62.6,8.1,0.0016666666666666668,29.691666666666666,56.63333333333333,13.633333333333333,40.700348,-73.887177
R003,05-16-11,04:00:00,4405442,2922921,15.0,42.0,2011-05-16 04:00:00,4,0,1,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,29.61,1,61.0,5.8,0.0016666666666666668,29.691666666666666,56.63333333333333,13.633333333333333,40.700348,-73.887177
R003,05-16-11,08:00:00,1439094,970597,217.0,80.0,2011-05-16 08:00:00,8,0,1,CYPRESS HILLS,40.689945,-73.872564,Light Rain,0,0.01,29.68,1,53.6,18.4,0.0016666666666666668,29.691666666666666,56.63333333333333,13.633333333333333,40.700348,-73.887177
R003,05-16-11,12:00:00,4406345,2923157,686.0,156.0,2011-05-16 12:00:00,12,0,1,CYPRESS HILLS,40.689945,-73.872564,Light Rain,0,0.0,29.72,1,55.4,16.1,0.0016666666666666668,29.691666666666666,56.63333333333333,13.633333333333333,40.700348,-73.887177
R003,05-16-11,16:00:00,4406593,2923384,248.0,227.0,2011-05-16 16:00:00,16,0,1,CYPRESS HILLS,40.689945,-73.872564,Light Drizzle,0,0.0,29.73,1,53.6,15.0,0.0016666666666666668,29.691666666666666,56.63333333333333,13.633333333333333,40.700348,-73.887177
R003,05-16-11,20:00:00,4406809,2923761,216.0,377.0,2011-05-16 20:00:00,20,0,1,CYPRESS HILLS,40.689945,-73.872564,Light Drizzle,0,0.0,29.8,1,53.6,18.4,0.0016666666666666668,29.691666666666666,56.63333333333333,13.633333333333333,40.700348,-73.887177
R003,05-17-11,00:00:00,4406873,2923921,64.0,160.0,2011-05-17 00:00:00,0,1,1,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,29.88,1,53.6,12.7,0.0033333333333333335,29.91166666666666,54.81666666666666,15.550000000000002,40.700348,-73.887177
R003,05-17-11,04:00:00,7374165,4876789,23.0,29.0,2011-05-17 04:00:00,4,1,1,CYPRESS HILLS,40.689945,-73.872564,Light Rain,0,0.02,29.89,1,51.8,17.3,0.0033333333333333335,29.91166666666666,54.81666666666666,15.550000000000002,40.700348,-73.887177
R003,05-17-11,08:00:00,2967518,1952880,249.0,41.0,2011-05-17 08:00:00,8,1,1,CYPRESS HILLS,40.689945,-73.872564,Light Rain,0,0.0,29.91,1,53.6,18.4,0.0033333333333333335,29.91166666666666,54.81666666666666,15.550000000000002,40.700348,-73.887177
R003,05-17-11,12:00:00,4407823,2924149,678.0,158.0,2011-05-17 12:00:00,12,1,1,CYPRESS HILLS,40.689945,-73.872564,Light Rain,0,0.0,29.91,1,57.0,15.0,0.0033333333333333335,29.91166666666666,54.81666666666666,15.550000000000002,40.700348,-73.887177
R003,05-17-11,16:00:00,4408091,2924417,268.0,268.0,2011-05-17 16:00:00,16,1,1,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,29.93,1,57.0,13.8,0.0033333333333333335,29.91166666666666,54.81666666666666,15.550000000000002,40.700348,-73.887177
R003,05-17-11,20:00:00,4408285,2924791,194.0,374.0,2011-05-17 20:00:00,20,1,1,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,29.95,1,55.9,16.1,0.0033333333333333335,29.91166666666666,54.81666666666666,15.550000000000002,40.700348,-73.887177
R003,05-18-11,00:00:00,4408362,2924963,77.0,172.0,2011-05-18 00:00:00,0,2,1,CYPRESS HILLS,40.689945,-73.872564,Light Rain,0,0.02,29.95,1,54.0,23.0,0.02,29.955999999999996,56.779999999999994,14.959999999999999,40.700348,-73.887177
R003,05-18-11,04:00:00,4408377,2925002,15.0,39.0,2011-05-18 04:00:00,4,2,1,CYPRESS HILLS,40.689945,-73.872564,Light Rain,0,0.0,29.93,1,55.4,13.8,0.02,29.955999999999996,56.779999999999994,14.959999999999999,40.700348,-73.887177
R003,05-18-11,12:00:00,421242,520267,250.0,121.0,2011-05-18 12:00:00,12,2,1,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,29.99,1,60.1,13.8,0.02,29.955999999999996,56.779999999999994,14.959999999999999,40.700348,-73.887177
R003,05-18-11,16:00:00,3389960,2473832,699.0,282.0,2011-05-18 16:00:00,16,2,1,CYPRESS HILLS,40.689945,-73.872564,Rain,1,0.08,29.96,1,57.2,12.7,0.02,29.955999999999996,56.779999999999994,14.959999999999999,40.700348,-73.887177
R003,05-18-11,20:00:00,3390127,2474148,167.0,316.0,2011-05-18 20:00:00,20,2,1,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,29.95,1,57.2,11.5,0.02,29.955999999999996,56.779999999999994,14.959999999999999,40.700348,-73.887177
R003,05-19-11,00:00:00,4409855,2926025,362.0,304.0,2011-05-19 00:00:00,0,3,1,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,29.94,0,62.6,9.2,0.0,29.971999999999998,63.4,9.68,40.700348,-73.887177
R003,05-19-11,04:00:00,7378680,4879799,15.0,45.0,2011-05-19 04:00:00,4,3,1,CYPRESS HILLS,40.689945,-73.872564,Overcast,0,0.0,29.97,0,57.9,6.9,0.0,29.971999999999998,63.4,9.68,40.700348,-73.887177
